Data,Hora,Abertura,Máxima,Mínima,Última,Negócios,Volume
21/02/2020,16:28:00,113785,113825,113785,113805,3836,15620
21/02/2020,16:29:00,113805,113810,113755,113780,3037,12452
21/02/2020,16:30:00,113780,113820,113770,113790,2384,9251
21/02/2020,16:31:00,113790,113845,113770,113835,3930,15319
21/02/2020,16:32:00,113835,113835,113740,113780,5685,23253
21/02/2020,16:33:00,113775,113785,113745,113755,1609,6692
21/02/2020,16:34:00,113760,113775,113710,113720,3134,12770
21/02/2020,16:35:00,113720,113750,113720,113730,1840,7155
21/02/2020,16:36:00,113730,113755,113710,113750,1756,7269
21/02/2020,16:37:00,113750,113760,113690,113705,2928,11737
21/02/2020,16:38:00,113705,113730,113690,113690,1789,6759
21/02/2020,16:39:00,113690,113730,113690,113720,1264,5054
21/02/2020,16:40:00,113720,113755,113705,113750,2296,9171
21/02/2020,16:41:00,113750,113785,113740,113775,3162,12707
21/02/2020,16:42:00,113775,113805,113770,113805,2373,9474
21/02/2020,16:43:00,113805,113810,113715,113715,3726,14504
21/02/2020,16:44:00,113720,113735,113680,113725,3740,15143
21/02/2020,16:45:00,113730,113745,113690,113695,2548,10943
21/02/2020,16:46:00,113695,113715,113645,113670,4166,16406
21/02/2020,16:47:00,113670,113740,113665,113710,3512,14988
21/02/2020,16:48:00,113710,113725,113685,113695,1864,9189
21/02/2020,16:49:00,113700,113725,113685,113690,1223,5681
21/02/2020,16:50:00,113690,113735,113685,113710,1750,8146
21/02/2020,16:51:00,113710,113730,113690,113705,1432,6085
21/02/2020,16:52:00,113705,113715,113675,113690,1969,7896
21/02/2020,16:53:00,113690,113715,113670,113685,1630,6674
21/02/2020,16:54:00,113690,113690,113640,113650,3389,13491
21/02/2020,16:55:00,113655,113665,113605,113650,5882,23321
21/02/2020,16:56:00,113650,113655,113560,113645,7121,30486
21/02/2020,16:57:00,113650,113650,113585,113620,4067,18384
21/02/2020,16:58:00,113625,113640,113605,113615,1709,7564
21/02/2020,16:59:00,113615,113635,113585,113620,2771,12013
21/02/2020,17:00:00,113620,113630,113585,113595,2630,10767
21/02/2020,17:01:00,113600,113615,113585,113605,1379,5829
21/02/2020,17:02:00,113605,113635,113595,113630,1328,6161
21/02/2020,17:03:00,113630,113675,113620,113645,4122,17205
21/02/2020,17:04:00,113645,113670,113620,113660,2210,8700
21/02/2020,17:05:00,113665,113665,113625,113645,2038,8530
21/02/2020,17:06:00,113640,113650,113625,113635,1197,5615
21/02/2020,17:07:00,113635,113650,113610,113630,1285,5396
21/02/2020,17:08:00,113630,113645,113620,113625,985,4347
21/02/2020,17:09:00,113630,113630,113595,113620,2091,8545
21/02/2020,17:10:00,113620,113630,113605,113625,1078,4885
21/02/2020,17:11:00,113625,113645,113610,113635,1330,6229
21/02/2020,17:12:00,113640,113640,113565,113575,3122,13391
21/02/2020,17:13:00,113575,113590,113540,113565,4185,17404
21/02/2020,17:14:00,113560,113585,113540,113555,2284,9481
21/02/2020,17:15:00,113555,113590,113535,113580,2457,9745
21/02/2020,17:16:00,113575,113585,113555,113575,1503,6867
21/02/2020,17:17:00,113575,113575,113540,113560,1411,5384
21/02/2020,17:18:00,113555,113580,113555,113565,1070,4343
21/02/2020,17:19:00,113565,113570,113505,113555,3561,14919
21/02/2020,17:20:00,113555,113590,113530,113545,2929,13081
21/02/2020,17:21:00,113545,113575,113520,113570,1796,7515
21/02/2020,17:22:00,113575,113585,113560,113575,1443,6443
21/02/2020,17:23:00,113580,113665,113575,113660,6290,27168
21/02/2020,17:24:00,113665,113740,113660,113720,6717,28623
21/02/2020,17:25:00,113725,113770,113690,113715,6031,26151
21/02/2020,17:26:00,113715,113725,113665,113710,3799,16525
21/02/2020,17:27:00,113715,113740,113705,113710,2083,8732
21/02/2020,17:28:00,113715,113790,113675,113780,4567,18816
21/02/2020,17:29:00,113775,113850,113770,113805,5570,24205
21/02/2020,17:30:00,113805,114005,113795,113920,10751,44849
21/02/2020,17:31:00,113920,114010,113910,113915,5663,23460
21/02/2020,17:32:00,113910,113920,113845,113895,5673,22961
21/02/2020,17:33:00,113900,113905,113710,113765,8183,34180
21/02/2020,17:34:00,113765,113800,113760,113780,3301,15108
21/02/2020,17:35:00,113780,113890,113760,113860,4812,20022
21/02/2020,17:36:00,113860,113965,113820,113855,7592,34932
21/02/2020,17:37:00,113855,113860,113745,113785,3463,14713
21/02/2020,17:38:00,113780,113830,113775,113800,2304,9230
21/02/2020,17:39:00,113805,113890,113790,113855,3323,13769
21/02/2020,17:40:00,113850,113890,113825,113865,2706,10934
21/02/2020,17:41:00,113865,113885,113840,113845,1630,5463
21/02/2020,17:42:00,113845,113860,113800,113820,2133,8710
21/02/2020,17:43:00,113825,113845,113805,113815,1946,7670
21/02/2020,17:44:00,113815,113860,113810,113825,1762,7056
21/02/2020,17:45:00,113830,113925,113805,113880,4222,17486
21/02/2020,17:46:00,113885,113920,113880,113910,2051,8813
21/02/2020,17:47:00,113915,113945,113800,113835,4881,22721
21/02/2020,17:48:00,113835,113870,113665,113690,7064,31088
21/02/2020,17:49:00,113690,113745,113610,113655,5832,23445
21/02/2020,17:50:00,113650,113825,113645,113795,6845,27865
21/02/2020,17:51:00,113795,113860,113790,113815,3691,15055
21/02/2020,17:52:00,113820,113850,113775,113840,3319,11690
21/02/2020,17:53:00,113840,113900,113830,113855,3729,14262
21/02/2020,17:54:00,113860,113895,113825,113860,2946,12119
21/02/2020,17:55:00,113855,113945,113855,113940,4628,20938
21/02/2020,17:56:00,113935,113950,113880,113895,3325,14530
21/02/2020,17:57:00,113895,113925,113845,113865,2725,11878
21/02/2020,17:58:00,113870,113885,113855,113870,1083,4058
21/02/2020,17:59:00,113865,113910,113845,113880,2692,12453
21/02/2020,18:00:00,113885,113925,113850,113915,2340,9664
21/02/2020,18:01:00,113915,113945,113900,113940,1331,5876
21/02/2020,18:02:00,113935,114055,113875,114050,3165,15446
21/02/2020,18:03:00,114050,114140,114040,114080,3272,14245
21/02/2020,18:04:00,114085,114130,114040,114115,1891,7955
21/02/2020,18:05:00,114115,114185,114100,114125,1969,9805
21/02/2020,18:06:00,114120,114250,114095,114245,2006,12035
21/02/2020,18:07:00,114245,114340,114230,114300,1855,8997
21/02/2020,18:08:00,114300,114310,114205,114220,1224,6787
21/02/2020,18:09:00,114210,114230,114175,114185,756,4514
21/02/2020,18:10:00,114275,114275,114275,114275,773,7396
26/02/2020,13:04:00,108710,109135,108710,109100,13494,64313
26/02/2020,13:05:00,109110,109135,108885,108940,10966,43164
26/02/2020,13:06:00,108935,108945,108740,108775,9839,32747
26/02/2020,13:07:00,108770,108785,108395,108525,22059,72988
26/02/2020,13:08:00,108520,108525,108230,108390,17403,54099
26/02/2020,13:09:00,108385,108495,108325,108435,8871,28316
26/02/2020,13:10:00,108435,108465,108270,108295,12279,48320
26/02/2020,13:11:00,108295,108350,108160,108180,11496,42770
26/02/2020,13:12:00,108180,108210,108100,108105,9907,36547
26/02/2020,13:13:00,108110,108275,108035,108265,14094,50077
26/02/2020,13:14:00,108265,108515,108255,108440,12626,44287
26/02/2020,13:15:00,108445,108600,108370,108515,12468,44600
26/02/2020,13:16:00,108510,108610,108465,108570,7067,26822
26/02/2020,13:17:00,108575,108675,108550,108665,7263,27657
26/02/2020,13:18:00,108665,108825,108665,108735,10869,36511
26/02/2020,13:19:00,108730,108935,108725,108845,8178,30527
26/02/2020,13:20:00,108845,108985,108815,108865,10248,36131
26/02/2020,13:21:00,108870,109025,108855,108950,7183,24154
26/02/2020,13:22:00,108950,109045,108670,108830,14833,45975
26/02/2020,13:23:00,108830,108850,108565,108640,14128,42329
26/02/2020,13:24:00,108640,108725,108495,108690,13347,40687
26/02/2020,13:25:00,108690,108750,108630,108685,7108,22189
26/02/2020,13:26:00,108685,108715,108610,108685,4682,15547
26/02/2020,13:27:00,108690,108780,108655,108770,6219,21015
26/02/2020,13:28:00,108770,108855,108740,108805,7824,26660
26/02/2020,13:29:00,108805,108810,108630,108680,9688,30791
26/02/2020,13:30:00,108680,108680,108550,108600,10462,33942
26/02/2020,13:31:00,108595,108650,108565,108590,5046,17386
26/02/2020,13:32:00,108590,108635,108550,108550,4679,16886
26/02/2020,13:33:00,108555,108605,108485,108500,6785,22264
26/02/2020,13:34:00,108500,108635,108495,108605,7155,23062
26/02/2020,13:35:00,108605,108610,108425,108475,10197,33494
26/02/2020,13:36:00,108470,108650,108470,108620,8830,30059
26/02/2020,13:37:00,108620,108625,108560,108575,4406,16301
26/02/2020,13:38:00,108580,108625,108470,108480,7745,28722
26/02/2020,13:39:00,108485,108560,108475,108530,5525,22713
26/02/2020,13:40:00,108530,108565,108460,108560,6651,25383
26/02/2020,13:41:00,108560,108565,108420,108450,8990,32882
26/02/2020,13:42:00,108450,108465,108375,108385,8962,31596
26/02/2020,13:43:00,108385,108385,108265,108310,11300,37398
26/02/2020,13:44:00,108305,108315,108205,108215,7521,26069
26/02/2020,13:45:00,108215,108370,108160,108300,15787,50765
26/02/2020,13:46:00,108305,108355,108240,108245,6860,25070
26/02/2020,13:47:00,108245,108310,108225,108275,4408,15257
26/02/2020,13:48:00,108280,108425,108275,108355,10011,36337
26/02/2020,13:49:00,108355,108395,108285,108395,6783,24199
26/02/2020,13:50:00,108390,108400,108295,108375,7221,24342
26/02/2020,13:51:00,108375,108415,108325,108405,5362,17656
26/02/2020,13:52:00,108405,108475,108365,108455,9969,34458
26/02/2020,13:53:00,108455,108460,108315,108340,8237,27061
26/02/2020,13:54:00,108335,108375,108320,108325,4262,14489
26/02/2020,13:55:00,108325,108325,108205,108245,12199,40046
26/02/2020,13:56:00,108240,108280,108200,108225,6470,21416
26/02/2020,13:57:00,108225,108300,108205,108280,6109,20481
26/02/2020,13:58:00,108280,108425,108275,108375,10149,31271
26/02/2020,13:59:00,108375,108385,108320,108350,5768,21324
26/02/2020,14:00:00,108345,108435,108280,108410,9665,32286
26/02/2020,14:01:00,108410,108415,108245,108350,12895,48424
26/02/2020,14:02:00,108345,108430,108235,108285,10439,37944
26/02/2020,14:03:00,108280,108305,108200,108240,7547,26376
26/02/2020,14:04:00,108240,108270,108105,108125,12452,44739
26/02/2020,14:05:00,108125,108200,108005,108190,20502,71162
26/02/2020,14:06:00,108185,108195,107975,107975,16065,53142
26/02/2020,14:07:00,107980,107995,107850,107905,17089,55746
26/02/2020,14:08:00,107910,107985,107865,107885,10220,32734
26/02/2020,14:09:00,107885,108075,107880,108020,12508,45433
26/02/2020,14:10:00,108015,108020,107910,107950,7828,24529
26/02/2020,14:11:00,107950,107970,107890,107915,7991,27478
26/02/2020,14:12:00,107915,107930,107775,107780,9540,34200
26/02/2020,14:13:00,107780,107850,107755,107800,7515,26613
26/02/2020,14:14:00,107795,107865,107730,107840,10370,33916
26/02/2020,14:15:00,107840,107845,107710,107735,8741,30229
26/02/2020,14:16:00,107735,107815,107735,107805,6111,20030
26/02/2020,14:17:00,107805,107895,107795,107825,8393,27175
26/02/2020,14:18:00,107830,107885,107755,107870,7795,25861
26/02/2020,14:19:00,107870,107985,107820,107950,12256,40606
26/02/2020,14:20:00,107945,108040,107865,107965,11908,40288
26/02/2020,14:21:00,107960,108005,107895,107955,7498,26072
26/02/2020,14:22:00,107950,107985,107860,107890,6578,23472
26/02/2020,14:23:00,107895,107945,107865,107930,4497,15329
26/02/2020,14:24:00,107930,108000,107920,108000,5008,17684
26/02/2020,14:25:00,107995,108020,107915,107935,5030,18239
26/02/2020,14:26:00,107935,107980,107815,107870,7842,31064
26/02/2020,14:27:00,107870,107945,107845,107895,6758,23059
26/02/2020,14:28:00,107890,107890,107815,107860,5409,19221
26/02/2020,14:29:00,107860,107940,107850,107905,4879,17850
26/02/2020,14:30:00,107905,108115,107900,108095,15131,53222
26/02/2020,14:31:00,108090,108275,108075,108260,13328,47027
26/02/2020,14:32:00,108265,108485,108255,108400,15478,60129
26/02/2020,14:33:00,108395,108510,108385,108420,10996,44863
26/02/2020,14:34:00,108425,108500,108360,108450,8314,32436
26/02/2020,14:35:00,108450,108550,108395,108445,11967,43882
26/02/2020,14:36:00,108440,108480,108280,108290,9163,31908
26/02/2020,14:37:00,108295,108355,108230,108315,9426,33567
26/02/2020,14:38:00,108310,108375,108225,108280,7490,26255
26/02/2020,14:39:00,108280,108310,108225,108275,4592,16771
26/02/2020,14:40:00,108270,108270,108075,108110,11509,40746
26/02/2020,14:41:00,108100,108210,108090,108170,7314,27031
26/02/2020,14:42:00,108170,108180,108040,108090,7013,24615
26/02/2020,14:43:00,108095,108130,108050,108075,4708,16770
26/02/2020,14:44:00,108075,108115,107920,107930,8504,30898
26/02/2020,14:45:00,107930,108015,107875,107905,9132,31818
26/02/2020,14:46:00,107905,107960,107865,107905,6774,23249
26/02/2020,14:47:00,107905,107970,107870,107965,5322,21990
26/02/2020,14:48:00,107965,108150,107940,108000,14331,61245
26/02/2020,14:49:00,107995,108100,107995,108025,6051,24887
26/02/2020,14:50:00,108025,108150,108005,108090,7157,29534
26/02/2020,14:51:00,108090,108135,108055,108055,3957,16423
26/02/2020,14:52:00,108060,108080,107985,108040,6614,26954
26/02/2020,14:53:00,108040,108080,108010,108075,3601,14384
26/02/2020,14:54:00,108080,108180,108055,108145,6322,23559
26/02/2020,14:55:00,108145,108170,108005,108125,6932,27038
26/02/2020,14:56:00,108120,108200,108100,108120,6311,22286
26/02/2020,14:57:00,108125,108170,108100,108105,3856,16416
26/02/2020,14:58:00,108105,108235,108105,108170,4901,17837
26/02/2020,14:59:00,108170,108235,108125,108150,4036,13882
26/02/2020,15:00:00,108150,108170,108055,108055,8214,29740
26/02/2020,15:01:00,108060,108105,107980,108035,8744,31732
26/02/2020,15:02:00,108040,108120,108025,108030,5163,18471
26/02/2020,15:03:00,108030,108080,107945,107950,7047,23577
26/02/2020,15:04:00,107950,108120,107935,108075,8228,28672
26/02/2020,15:05:00,108070,108150,108015,108025,7289,26214
26/02/2020,15:06:00,108030,108080,107955,108050,8163,29963
26/02/2020,15:07:00,108045,108055,108005,108045,2823,9959
26/02/2020,15:08:00,108045,108065,107940,107970,5914,22616
26/02/2020,15:09:00,107970,108020,107910,107920,5899,24698
26/02/2020,15:10:00,107920,107970,107870,107910,7313,28086
26/02/2020,15:11:00,107910,107920,107855,107905,5462,21199
26/02/2020,15:12:00,107900,107930,107855,107885,5377,22983
26/02/2020,15:13:00,107885,107910,107830,107895,5913,22682
26/02/2020,15:14:00,107895,107960,107855,107955,5503,19950
26/02/2020,15:15:00,107960,108015,107920,107940,8484,30614
26/02/2020,15:16:00,107935,107980,107885,107890,4636,19764
26/02/2020,15:17:00,107890,107890,107660,107660,15545,57066
26/02/2020,15:18:00,107660,107715,107535,107645,17519,60766
26/02/2020,15:19:00,107640,107715,107580,107615,8884,32720
26/02/2020,15:20:00,107615,107665,107555,107615,8019,31037
26/02/2020,15:21:00,107615,107640,107505,107505,7632,28444
26/02/2020,15:22:00,107510,107545,107480,107505,7936,30514
26/02/2020,15:23:00,107510,107520,107435,107455,8444,31677
26/02/2020,15:24:00,107450,107490,107400,107430,9947,40209
26/02/2020,15:25:00,107435,107455,107375,107445,8625,37393
26/02/2020,15:26:00,107445,107595,107420,107575,11242,43704
26/02/2020,15:27:00,107575,107705,107555,107585,12923,53201
26/02/2020,15:28:00,107580,107630,107520,107595,7628,31529
26/02/2020,15:29:00,107600,107625,107540,107565,4351,19630
26/02/2020,15:30:00,107570,107590,107455,107475,9083,36103
26/02/2020,15:31:00,107475,107485,107300,107350,13622,50998
26/02/2020,15:32:00,107355,107415,107320,107375,7979,30257
26/02/2020,15:33:00,107380,107390,107265,107290,9380,37011
26/02/2020,15:34:00,107295,107315,107235,107275,8600,34437
26/02/2020,15:35:00,107275,107345,107200,107235,11353,44337
26/02/2020,15:36:00,107235,107240,107145,107155,12877,51110
26/02/2020,15:37:00,107160,107190,107040,107120,15628,62120
26/02/2020,15:38:00,107115,107140,107030,107080,9438,40008
26/02/2020,15:39:00,107075,107140,107000,107020,11738,49965
26/02/2020,15:40:00,107020,107075,106920,106960,14107,56515
26/02/2020,15:41:00,106965,107115,106945,107075,11972,42599
26/02/2020,15:42:00,107080,107150,107030,107110,8874,34465
26/02/2020,15:43:00,107110,107135,107065,107105,4226,16963
26/02/2020,15:44:00,107105,107105,106935,106955,12150,45449
26/02/2020,15:45:00,106955,107190,106945,107090,13266,52391
26/02/2020,15:46:00,107090,107125,106875,106965,17628,80944
26/02/2020,15:47:00,106965,107005,106905,106915,7499,35763
26/02/2020,15:48:00,106920,107015,106880,106965,9083,42267
26/02/2020,15:49:00,106960,107070,106945,107015,9318,42079
26/02/2020,15:50:00,107010,107060,106945,107025,7188,32356
26/02/2020,15:51:00,107025,107120,107005,107090,7258,30016
26/02/2020,15:52:00,107090,107100,107015,107065,6436,27273
26/02/2020,15:53:00,107070,107080,106985,107025,5163,21010
26/02/2020,15:54:00,107025,107060,106955,106970,4956,20390
26/02/2020,15:55:00,106970,107000,106745,106775,17896,72005
26/02/2020,15:56:00,106770,106780,106655,106730,14556,60519
26/02/2020,15:57:00,106725,106845,106680,106735,12476,51788
26/02/2020,15:58:00,106735,106785,106630,106655,9027,35879
26/02/2020,15:59:00,106655,106750,106610,106645,9906,42429
26/02/2020,16:00:00,106650,106760,106565,106650,12008,45945
26/02/2020,16:01:00,106655,106770,106615,106770,9953,37783
26/02/2020,16:02:00,106770,106955,106765,106860,14554,55153
26/02/2020,16:03:00,106860,106860,106735,106790,9547,33460
26/02/2020,16:04:00,106800,106800,106660,106665,8617,30479
26/02/2020,16:05:00,106665,106760,106660,106750,6550,24317
26/02/2020,16:06:00,106750,106785,106685,106725,5780,20313
26/02/2020,16:07:00,106725,106765,106680,106720,3932,14375
26/02/2020,16:08:00,106715,106745,106685,106720,3817,14631
26/02/2020,16:09:00,106720,106750,106510,106535,12702,47223
26/02/2020,16:10:00,106535,106550,106400,106480,15227,59470
26/02/2020,16:11:00,106475,106605,106450,106570,10917,44625
26/02/2020,16:12:00,106570,106580,106475,106540,6789,27253
26/02/2020,16:13:00,106540,106630,106520,106520,6205,24165
26/02/2020,16:14:00,106520,106600,106480,106580,5133,19133
26/02/2020,16:15:00,106575,106615,106525,106535,5191,21332
26/02/2020,16:16:00,106530,106550,106475,106510,6291,25551
26/02/2020,16:17:00,106505,106545,106470,106520,4496,18407
26/02/2020,16:18:00,106515,106530,106480,106490,3610,14373
26/02/2020,16:19:00,106495,106525,106365,106400,9516,37507
26/02/2020,16:20:00,106405,106460,106350,106400,9065,36136
26/02/2020,16:21:00,106400,106465,106385,106435,3931,14513
26/02/2020,16:22:00,106440,106490,106395,106425,4355,16121
26/02/2020,16:23:00,106430,106465,106395,106420,3456,13935
26/02/2020,16:24:00,106425,106480,106405,106440,3219,13093
26/02/2020,16:25:00,106445,106600,106440,106585,8318,30873
26/02/2020,16:26:00,106585,106615,106520,106550,6452,27529
26/02/2020,16:27:00,106550,106565,106435,106485,6101,24135
26/02/2020,16:28:00,106485,106530,106430,106480,5385,20107
26/02/2020,16:29:00,106480,106485,106375,106390,6550,23447
26/02/2020,16:30:00,106390,106395,106270,106295,11521,48751
26/02/2020,16:31:00,106295,106465,106260,106445,11471,45303
26/02/2020,16:32:00,106445,106490,106310,106400,8513,35520
26/02/2020,16:33:00,106400,106500,106340,106360,7319,28876
26/02/2020,16:34:00,106365,106380,106325,106340,3848,15021
26/02/2020,16:35:00,106335,106415,106320,106370,5040,21048
26/02/2020,16:36:00,106375,106490,106355,106450,5623,23796
26/02/2020,16:37:00,106455,106475,106400,106435,4529,23492
26/02/2020,16:38:00,106440,106455,106320,106385,5436,22967
26/02/2020,16:39:00,106385,106425,106340,106400,3746,16098
26/02/2020,16:40:00,106400,106425,106360,106370,4087,19541
26/02/2020,16:41:00,106375,106415,106300,106355,7348,31956
26/02/2020,16:42:00,106355,106375,106300,106365,4517,20132
26/02/2020,16:43:00,106365,106400,106295,106295,3673,14259
26/02/2020,16:44:00,106295,106350,106260,106330,6411,26717
26/02/2020,16:45:00,106325,106455,106325,106430,8266,33524
26/02/2020,16:46:00,106425,106435,106310,106310,5938,25760
26/02/2020,16:47:00,106315,106315,106135,106170,13614,58074
26/02/2020,16:48:00,106170,106225,106080,106120,12949,50609
26/02/2020,16:49:00,106120,106165,106050,106145,8600,36374
26/02/2020,16:50:00,106145,106150,106060,106105,5956,24758
26/02/2020,16:51:00,106100,106150,106075,106105,4184,17863
26/02/2020,16:52:00,106110,106155,106070,106115,4475,18286
26/02/2020,16:53:00,106115,106165,106090,106140,5186,23397
26/02/2020,16:54:00,106135,106250,106130,106200,7788,31652
26/02/2020,16:55:00,106205,106305,106135,106160,9127,35837
26/02/2020,16:56:00,106160,106180,106065,106115,7414,32502
26/02/2020,16:57:00,106115,106155,106015,106015,7821,33220
26/02/2020,16:58:00,106015,106110,105930,105975,12282,57229
26/02/2020,16:59:00,105980,105990,105805,105850,12601,56724
26/02/2020,17:00:00,105845,105965,105810,105875,9973,44020
26/02/2020,17:01:00,105880,105945,105830,105860,5305,23119
26/02/2020,17:02:00,105860,105905,105835,105855,3864,17240
26/02/2020,17:03:00,105850,105885,105750,105880,10173,45138
26/02/2020,17:04:00,105875,106010,105875,105950,9376,40855
26/02/2020,17:05:00,105945,105975,105840,105870,5704,24440
26/02/2020,17:06:00,105870,105890,105770,105890,6860,27970
26/02/2020,17:07:00,105890,105910,105810,105910,3904,17424
26/02/2020,17:08:00,105915,105995,105800,105845,7817,31893
26/02/2020,17:09:00,105845,105885,105780,105815,4766,21728
26/02/2020,17:10:00,105820,105905,105765,105775,6596,30049
26/02/2020,17:11:00,105775,105780,105650,105685,10736,46780
26/02/2020,17:12:00,105690,105700,105630,105675,5532,24091
26/02/2020,17:13:00,105675,105705,105560,105570,7781,34716
26/02/2020,17:14:00,105570,105630,105470,105540,10224,44939
26/02/2020,17:15:00,105540,105610,105500,105595,7292,34064
26/02/2020,17:16:00,105600,105625,105550,105575,4981,23677
26/02/2020,17:17:00,105580,105700,105530,105675,6504,29933
26/02/2020,17:18:00,105675,105755,105665,105690,7999,40069
26/02/2020,17:19:00,105690,105770,105670,105750,5767,27808
26/02/2020,17:20:00,105750,105760,105665,105670,4814,23228
26/02/2020,17:21:00,105675,105685,105585,105590,7688,32996
26/02/2020,17:22:00,105590,105630,105565,105585,4618,20325
26/02/2020,17:23:00,105590,105640,105575,105580,3714,16682
26/02/2020,17:24:00,105585,105695,105565,105670,5302,23434
26/02/2020,17:25:00,105670,105700,105595,105685,5298,24266
26/02/2020,17:26:00,105685,105690,105575,105620,4896,22640
26/02/2020,17:27:00,105620,105695,105610,105650,3525,15514
26/02/2020,17:28:00,105650,105680,105630,105660,2591,13181
26/02/2020,17:29:00,105660,105795,105655,105765,7550,31536
26/02/2020,17:30:00,105755,105790,105695,105715,6249,28289
26/02/2020,17:31:00,105710,105730,105670,105710,4233,17201
26/02/2020,17:32:00,105710,105755,105700,105725,2989,14053
26/02/2020,17:33:00,105725,105735,105645,105655,4820,22703
26/02/2020,17:34:00,105655,105730,105620,105705,4508,17960
26/02/2020,17:35:00,105705,105730,105680,105720,2595,11723
26/02/2020,17:36:00,105710,105730,105680,105685,2195,9814
26/02/2020,17:37:00,105680,105710,105670,105690,2037,8000
26/02/2020,17:38:00,105690,105730,105655,105720,2753,11874
26/02/2020,17:39:00,105720,105780,105715,105755,4680,20483
26/02/2020,17:40:00,105755,105895,105750,105830,9361,41779
26/02/2020,17:41:00,105830,105860,105795,105835,4342,19507
26/02/2020,17:42:00,105830,105905,105825,105895,4031,17764
26/02/2020,17:43:00,105900,105940,105870,105890,5023,26025
26/02/2020,17:44:00,105890,105960,105885,105940,3179,15275
26/02/2020,17:45:00,105940,105985,105925,105975,4755,21486
26/02/2020,17:46:00,105975,106035,105960,105995,4928,21545
26/02/2020,17:47:00,105995,106220,105980,106170,9031,42977
26/02/2020,17:48:00,106170,106295,106170,106255,6271,28369
26/02/2020,17:49:00,106255,106265,106120,106170,6790,30452
26/02/2020,17:50:00,106170,106315,106140,106245,7723,34346
26/02/2020,17:51:00,106245,106495,106210,106440,9113,41060
26/02/2020,17:52:00,106440,106490,106365,106475,5744,24896
26/02/2020,17:53:00,106475,106565,106400,106485,6301,28767
26/02/2020,17:54:00,106480,106540,106355,106475,5586,27131
26/02/2020,17:55:00,106475,106475,106340,106375,4799,25505
26/02/2020,17:56:00,106375,106395,106190,106215,6851,33637
26/02/2020,17:57:00,106205,106310,106140,106265,4657,20887
26/02/2020,17:58:00,106265,106300,106185,106190,2968,14233
26/02/2020,17:59:00,106190,106280,106185,106275,2896,13674
26/02/2020,18:00:00,106275,106455,106245,106365,5078,22419
26/02/2020,18:01:00,106365,106425,106300,106360,2394,10462
26/02/2020,18:02:00,106365,106375,106200,106235,3051,16711
26/02/2020,18:03:00,106225,106295,106185,106290,2494,12686
26/02/2020,18:04:00,106290,106310,106260,106285,1105,4901
26/02/2020,18:05:00,106290,106300,106140,106175,2254,11886
26/02/2020,18:06:00,106170,106205,106075,106125,2519,13669
26/02/2020,18:07:00,106120,106200,106100,106145,1600,9011
26/02/2020,18:08:00,106150,106200,106140,106150,621,4080
26/02/2020,18:09:00,106150,106180,106135,106140,435,3539
26/02/2020,18:10:00,106085,106085,106085,106085,961,7849
27/02/2020,09:05:00,104750,104815,104600,104615,8490,37020
27/02/2020,09:06:00,104620,104770,104600,104695,7555,25663
27/02/2020,09:07:00,104690,104710,104460,104485,11613,40660
27/02/2020,09:08:00,104480,104510,104370,104435,11161,39394
27/02/2020,09:09:00,104435,104435,104250,104255,11227,37958
27/02/2020,09:10:00,104260,104310,104140,104185,11853,40829
27/02/2020,09:11:00,104185,104190,104030,104095,11571,41895
27/02/2020,09:12:00,104095,104100,103995,104005,8139,33180
27/02/2020,09:13:00,104000,104080,103965,103965,9726,37269
27/02/2020,09:14:00,103965,104000,103840,103840,11388,42854
27/02/2020,09:15:00,103845,103930,103820,103905,11719,43133
27/02/2020,09:16:00,103905,103980,103890,103940,8322,35723
27/02/2020,09:17:00,103940,103985,103905,103965,4406,19544
27/02/2020,09:18:00,103965,104035,103905,103915,8107,33048
27/02/2020,09:19:00,103915,103920,103705,103785,18611,65441
27/02/2020,09:20:00,103790,103870,103760,103860,8348,30782
27/02/2020,09:21:00,103860,103860,103765,103775,4317,15216
27/02/2020,09:22:00,103780,103780,103630,103685,13840,49458
27/02/2020,09:23:00,103685,103750,103635,103690,6824,23932
27/02/2020,09:24:00,103685,103740,103660,103710,5145,18902
27/02/2020,09:25:00,103715,103775,103710,103765,5227,20484
27/02/2020,09:26:00,103760,103860,103750,103805,8174,29069
27/02/2020,09:27:00,103805,103815,103730,103745,6799,25040
27/02/2020,09:28:00,103740,103750,103645,103715,9306,33270
27/02/2020,09:29:00,103715,103740,103685,103690,3504,12920
27/02/2020,09:30:00,103695,103715,103635,103695,8097,31640
27/02/2020,09:31:00,103695,103780,103685,103735,7435,31077
27/02/2020,09:32:00,103740,103790,103720,103750,4589,18435
27/02/2020,09:33:00,103755,103845,103750,103825,10505,42891
27/02/2020,09:34:00,103830,103845,103775,103805,5085,21921
27/02/2020,09:35:00,103805,103835,103780,103835,3674,14803
27/02/2020,09:36:00,103830,103915,103800,103910,7962,28683
27/02/2020,09:37:00,103910,103935,103845,103925,6908,25970
27/02/2020,09:38:00,103925,103945,103895,103935,3845,15912
27/02/2020,09:39:00,103930,103940,103875,103890,4118,15124
27/02/2020,09:40:00,103895,103910,103825,103845,7188,25845
27/02/2020,09:41:00,103850,103855,103795,103800,4921,18310
27/02/2020,09:42:00,103805,103825,103730,103795,11424,38556
27/02/2020,09:43:00,103795,103880,103795,103835,5941,22246
27/02/2020,09:44:00,103840,103865,103760,103780,5043,18280
